"photo_id","year","county","point_x","point_y"
"ARW-3N-73",1954,"Cayuga",361131.82,4776873.00
"ARW-3N-75",1954,"Cayuga",360417.34,4775753.11
"ARW-3N-77",1954,"Cayuga",360156.25,4772442.97
"ARW-3N-79",1954,"Cayuga",359668.57,4769335.35
"ARW-3N-81",1954,"Cayuga",359826.35,4765998.23
"ARW-3N-83",1954,"Cayuga",360127.56,4762890.61
"ARW-3N-85",1954,"Cayuga",360113.21,4759599.39
"ARW-3N-87",1954,"Cayuga",360098.87,4756351.20
"ARW-3N-89",1954,"Cayuga",360342.71,4753349.72
"ARW-3N-91",1954,"Cayuga",360256.65,4750167.51
"ARW-3N-93",1954,"Cayuga",360110.74,4747183.32
"ARW-3N-95",1954,"Cayuga",360206.78,4743758.77
"ARW-3N-97",1954,"Cayuga",360062.72,4740562.33
"ARW-3N-99",1954,"Cayuga",359942.66,4737423.51
"ARW-3N-101",1954,"Cayuga",359810.60,4734080.60
"ARW-3N-103",1954,"Cayuga",359594.50,4730701.67
"ARW-3N-104",1954,"Cayuga",359402.41,4728905.36
"ARW-3N-148",1954,"Cayuga",364148.69,4802937.92
"ARW-3N-146",1954,"Cayuga",363896.09,4799608.42
"ARW-3N-144",1954,"Cayuga",364030.81,4796278.92
"ARW-3N-142",1954,"Cayuga",364182.37,4792804.60
"ARW-3N-140",1954,"Cayuga",364232.89,4789441.42
"ARW-3N-64",1954,"Cayuga",364474.70,4785619.89
"ARW-3N-62",1954,"Cayuga",364278.84,4782180.18
"ARW-3N-60",1954,"Cayuga",364166.91,4778908.35
"ARW-3N-58",1954,"Cayuga",363310.41,4777388.42
"ARW-3N-56",1954,"Cayuga",363351.60,4774473.91
"ARW-3N-54",1954,"Cayuga",363465.00,4771106.86
"ARW-3N-52",1954,"Cayuga",362997.22,4767822.02
"ARW-3N-50",1954,"Cayuga",362968.87,4764610.90
"ARW-3N-48",1954,"Cayuga",363252.37,4761326.07
"ARW-3N-46",1954,"Cayuga",363011.39,4758041.24
"ARW-3N-44",1954,"Cayuga",362869.64,4754900.99
"ARW-3N-43",1954,"Cayuga",362855.46,4753214.63
"ARW-3N-41",1954,"Cayuga",363181.50,4750060.21
"ARW-3N-39",1954,"Cayuga",363025.57,4747058.88
"ARW-3N-37",1954,"Cayuga",362680.40,4743438.93
"ARW-3N-35",1954,"Cayuga",362502.28,4740346.12
"ARW-3N-33",1954,"Cayuga",362642.23,4737156.62
"ARW-3N-31",1954,"Cayuga",362629.51,4733837.34
"ARW-3N-29",1954,"Cayuga",362375.06,4730714.00
"ARW-3N-27",1954,"Cayuga",362184.22,4727504.14
"ARW-3N-25",1954,"Cayuga",362413.23,4724594.53
"ARW-3N-23",1954,"Cayuga",362731.29,4722389.74
"ARW-3N-123",1954,"Cayuga",367418.66,4807395.86
"ARW-3N-125",1954,"Cayuga",367388.49,4803933.05
"ARW-3N-127",1954,"Cayuga",367614.77,4800832.29
"ARW-3N-129",1954,"Cayuga",367825.97,4797239.74
"ARW-3N-131",1954,"Cayuga",367886.31,4794178.21
"ARW-3N-133",1954,"Cayuga",367991.91,4790633.93
"ARW-2N-176",1954,"Cayuga",367979.92,4786692.11
"ARW-2N-178",1954,"Cayuga",367878.68,4783407.90
"ARW-2N-180",1954,"Cayuga",367840.71,4780184.44
"ARW-2N-182",1954,"Cayuga",366803.71,4778476.94
"ARW-2N-184",1954,"Cayuga",366430.54,4775330.39
"ARW-2N-186",1954,"Cayuga",366217.23,4772062.30
"ARW-2N-188",1954,"Cayuga",366106.85,4768796.51
"ARW-2N-190",1954,"Cayuga",366106.85,4765467.65
"ARW-2N-192",1954,"Cayuga",366075.31,4762334.32
"ARW-2N-194",1954,"Cayuga",366028.01,4759182.06
"ARW-2N-196",1954,"Cayuga",366043.77,4756036.11
"ARW-2N-197",1954,"Cayuga",366059.54,4754130.42
"ARW-2N-199",1954,"Cayuga",365838.78,4751094.85
"ARW-2N-201",1954,"Cayuga",365854.55,4747863.76
"ARW-2N-203",1954,"Cayuga",365902.88,4745026.42
"ARW-2N-205",1954,"Cayuga",365891.93,4741754.83
"ARW-3N-05",1954,"Cayuga",365772.60,4738639.56
"ARW-3N-07",1954,"Cayuga",365821.60,4735601.09
"ARW-3N-09",1954,"Cayuga",365723.59,4732550.36
"ARW-3N-11",1954,"Cayuga",365662.34,4729359.97
"ARW-3N-13",1954,"Cayuga",365821.60,4726336.19
"ARW-3N-15",1954,"Cayuga",365552.07,4723300.17
"ARW-3N-17",1954,"Cayuga",365637.83,4720117.13
"ARW-3N-120",1954,"Cayuga",370885.70,4809458.57
"ARW-3N-118",1954,"Cayuga",370901.92,4806190.25
"ARW-3N-116",1954,"Cayuga",371064.06,4802672.21
"ARW-3N-114",1954,"Cayuga",370982.99,4799108.77
"ARW-3N-112",1954,"Cayuga",371080.28,4795817.74
"ARW-3N-110",1954,"Cayuga",371258.64,4792507.26
"ARW-3N-170",1954,"Cayuga",371966.53,4730825.31
"ARW-3N-168",1954,"Cayuga",371836.46,4727879.39
"ARW-3N-166",1954,"Cayuga",372206.67,4724677.32
"ARW-3N-164",1954,"Cayuga",372106.61,4721583.32
"ARW-2N-162",1954,"Cayuga",370427.21,4777591.44
"ARW-2N-160",1954,"Cayuga",370217.56,4774546.04
"ARW-2N-158",1954,"Cayuga",369996.26,4771332.93
"ARW-2N-156",1954,"Cayuga",370007.91,4767891.53
"ARW-2N-154",1954,"Cayuga",369646.85,4764589.89
"ARW-2N-152",1954,"Cayuga",369693.44,4761455.98
"ARW-2N-150",1954,"Cayuga",369658.50,4758217.24
"ARW-2N-148",1954,"Cayuga",369518.73,4754824.76
"ARW-2N-146",1954,"Cayuga",369472.14,4751481.19
"ARW-2N-144",1954,"Cayuga",369437.20,4748528.97
"ARW-2N-142",1954,"Cayuga",369019.04,4745270.19
"ARW-2N-140",1954,"Cayuga",369043.59,4742213.23
"ARW-2N-138",1954,"Cayuga",368822.66,4738891.15
"ARW-2N-136",1954,"Cayuga",368834.93,4735809.65
"ARW-2N-134",1954,"Cayuga",368871.76,4732664.32
"ARW-2N-132",1954,"Cayuga",368663.10,4729612.27
"ARW-2N-130",1954,"Cayuga",368601.73,4726540.58
"ARW-2N-128",1954,"Cayuga",368564.91,4723382.97
"ARW-2N-126",1954,"Cayuga",368687.65,4720188.55
"ARW-2N-78",1954,"Cayuga",374473.18,4788403.62
"ARW-2N-80",1954,"Cayuga",374473.18,4784843.21
"ARW-2N-82",1954,"Cayuga",374497.24,4781439.19
"ARW-2N-84",1954,"Cayuga",374449.12,4778071.26
"ARW-2N-86",1954,"Cayuga",373174.89,4776252.72
"ARW-2N-88",1954,"Cayuga",372888.91,4773043.41
"ARW-2N-90",1954,"Cayuga",372482.51,4769939.46
"ARW-2N-92",1954,"Cayuga",372572.82,4766865.62
"ARW-2N-94",1954,"Cayuga",372783.55,4763575.03
"ARW-2N-96",1954,"Cayuga",372467.46,4760708.90
"ARW-2N-98",1954,"Cayuga",372437.36,4757370.15
"ARW-2N-100",1954,"Cayuga",372437.36,4754353.50
"ARW-2N-102",1954,"Cayuga",372377.15,4751162.25
"ARW-2N-104",1954,"Cayuga",372407.25,4748253.98
"ARW-2N-106",1954,"Cayuga",372080.22,4744972.06
"ARW-2N-108",1954,"Cayuga",372189.68,4741974.12
"ARW-2N-110",1954,"Cayuga",372025.49,4738956.48
"ARW-2N-112",1954,"Cayuga",372036.44,4735853.46
"ARW-2N-114",1954,"Cayuga",371937.92,4732853.33
"ARW-2N-170",1954,"Cayuga",371314.96,4789643.29
"ARW-2N-168",1954,"Cayuga",371255.09,4786137.56
"ARW-2N-166",1954,"Cayuga",371060.49,4782595.91
"ARW-2N-164",1954,"Cayuga",371051.23,4779898.36
"ARW-2N-72",1954,"Cayuga",377777.78,4788678.74
"ARW-2N-70",1954,"Cayuga",377394.22,4784964.80
"ARW-2N-68",1954,"Cayuga",377407.44,4781563.01
"ARW-2N-66",1954,"Cayuga",377632.29,4778319.94
"ARW-2N-64",1954,"Cayuga",376214.44,4776931.58
"ARW-2N-62",1954,"Cayuga",376042.42,4773670.08
"ARW-2N-60",1954,"Cayuga",375927.74,4770514.66
"ARW-2N-58",1954,"Cayuga",376028.08,4767109.82
"ARW-2N-56",1954,"Cayuga",376271.78,4764008.87
"ARW-2N-54",1954,"Cayuga",376171.43,4760876.39
"ARW-2N-52",1954,"Cayuga",376228.77,4757517.42
"ARW-2N-50",1954,"Cayuga",375884.73,4754473.81
"ARW-2N-48",1954,"Cayuga",375970.74,4751071.83
"ARW-2N-46",1954,"Cayuga",375322.60,4747985.60
"ARW-2N-44",1954,"Cayuga",375422.19,4744763.73
"ARW-2N-42",1954,"Cayuga",375544.42,4741630.12
"ARW-2N-40",1954,"Cayuga",375377.74,4738547.62
"ARW-2N-38",1954,"Cayuga",375522.19,4735391.79
"ARW-2N-36",1954,"Cayuga",375677.76,4732360.41
"ARW-2N-34",1954,"Cayuga",375499.97,4729131.23
"ARW-2N-32",1954,"Cayuga",375355.51,4726042.07
"ARW-2N-30",1954,"Cayuga",375211.06,4722664.00
"ARW-2N-29",1954,"Cayuga",375333.29,4721227.20
"ARW-1N-115",1954,"Cayuga",380654.96,4789070.04
"ARW-1N-117",1954,"Cayuga",380420.53,4785572.47
"ARW-1N-119",1954,"Cayuga",380514.30,4782203.06
"ARW-1N-121",1954,"Cayuga",380139.22,4778846.15
"ARW-1N-123",1954,"Cayuga",378824.55,4777187.42
"ARW-1N-125",1954,"Cayuga",379033.24,4773914.45
"ARW-1N-127",1954,"Cayuga",379033.24,4770740.62
"ARW-1N-129",1954,"Cayuga",379163.68,4767475.48
"ARW-1N-131",1954,"Cayuga",378902.81,4764220.78
"ARW-1N-133",1954,"Cayuga",378837.60,4760994.77
"ARW-1N-135",1954,"Cayuga",378968.03,4758327.00
"ARW-2N-02",1954,"Cayuga",378988.71,4755363.45
"ARW-2N-04",1954,"Cayuga",379147.97,4752130.99
"ARW-2N-06",1954,"Cayuga",378977.33,4749025.93
"ARW-2N-08",1954,"Cayuga",378796.13,4745992.10
"ARW-2N-10",1954,"Cayuga",378784.53,4742774.53
"ARW-2N-12",1954,"Cayuga",379109.43,4739485.01
"ARW-2N-14",1954,"Cayuga",379109.43,4736320.82
"ARW-2N-16",1954,"Cayuga",378946.98,4733476.88
"ARW-2N-18",1954,"Cayuga",378877.36,4730540.12
"ARW-2N-20",1954,"Cayuga",378552.45,4727371.28
"ARW-2N-22",1954,"Cayuga",378575.66,4724272.07
"ARW-2N-24",1954,"Cayuga",378494.44,4721184.46
"ARW-1N-110",1954,"Cayuga",381914.84,4762915.27
"ARW-1N-108",1954,"Cayuga",382037.08,4759704.12
"ARW-1N-106",1954,"Cayuga",381841.50,4756541.86
"ARW-1N-104",1954,"Cayuga",381804.83,4753553.18
"ARW-1N-102",1954,"Cayuga",382144.92,4750302.28
"ARW-1N-100",1954,"Cayuga",382027.75,4747130.66
"ARW-1N-98",1954,"Cayuga",382068.80,4744045.76
"ARW-1N-96",1954,"Cayuga",382000.39,4740695.41
"ARW-1N-94",1954,"Cayuga",381945.65,4737435.36
"ARW-1N-92",1954,"Cayuga",381754.10,4734290.26
"ARW-1N-90",1954,"Cayuga",381959.34,4731038.42
"ARW-1N-88",1954,"Cayuga",381658.32,4727800.27
"ARW-1N-86",1954,"Cayuga",381699.36,4724466.34
"ARW-1N-84",1954,"Cayuga",381740.41,4721250.09
"ARW-1N-82",1954,"Cayuga",382014.07,4717995.52
"ARW-1N-62",1954,"Cayuga",385307.73,4745171.65
"ARW-1N-64",1954,"Cayuga",385068.20,4741988.88
"ARW-1N-66",1954,"Cayuga",385093.41,4738735.52
"ARW-1N-68",1954,"Cayuga",385169.06,4735726.73
"ARW-1N-70",1954,"Cayuga",385295.13,4732554.05
"ARW-1N-72",1954,"Cayuga",385244.70,4729356.15
"ARW-1N-74",1954,"Cayuga",385055.59,4726122.95
"ARW-1N-76",1954,"Cayuga",384916.92,4722892.28
"ARW-1N-78",1954,"Cayuga",385030.38,4719878.45
"ARW-1N-20",1954,"Cayuga",388218.08,4745559.91
"ARW-1N-22",1954,"Cayuga",388167.65,4742541.88
"ARW-1N-24",1954,"Cayuga",388150.84,4739507.03
"ARW-1N-26",1954,"Cayuga",388234.89,4736220.05
"ARW-1N-28",1954,"Cayuga",388201.27,4733158.31
"ARW-1N-30",1954,"Cayuga",388033.18,4730049.50
"ARW-1N-32",1954,"Cayuga",387831.46,4727105.43
"ARW-1N-34",1954,"Cayuga",387915.51,4724040.32
"ARW-1N-36",1954,"Cayuga",387949.13,4721113.06
"ARW-1N-38",1954,"Cayuga",387965.94,4718088.30
"ARW-1N-57",1954,"Cayuga",391438.55,4743252.24
"ARW-1N-55",1954,"Cayuga",391368.95,4739954.80
"ARW-1N-53",1954,"Cayuga",391647.35,4737116.73
"ARW-1N-51",1954,"Cayuga",391201.91,4733975.20
"ARW-1N-49",1954,"Cayuga",391452.47,4730956.17
"ARW-1N-47",1954,"Cayuga",391271.51,4727978.90
"ARW-1N-45",1954,"Cayuga",391257.59,4724731.58
"ARW-1N-43",1954,"Cayuga",391132.31,4721631.81
"ARW-1N-41",1954,"Cayuga",391187.99,4718548.75
"ARW-1N-15",1954,"Cayuga",394663.05,4738847.90
"ARW-1N-13",1954,"Cayuga",394663.05,4735759.58
"ARW-1N-11",1954,"Cayuga",394663.05,4732738.96
"ARW-1N-09",1954,"Cayuga",394771.38,4729639.80
"ARW-1N-07",1954,"Cayuga",394635.97,4726833.13
"ARW-1N-05",1954,"Cayuga",394487.02,4723696.06
"ARW-1N-03",1954,"Cayuga",394405.77,4720480.46
"AJ-16-11",1936,"Tompkins",389452.57188,4687983.8490
"AJ-16-13",1936,"Tompkins",389415.03180,4690243.9224
"AJ-16-15",1936,"Tompkins",389692.52753,4692398.6937
"AJ-32-16",1936,"Tompkins",389347.39405,4685898.1406
"AJ-18-1",1936,"Tompkins",391946.45276,4687565.0486
"AJ-18-11",1936,"Tompkins",392072.81634,4697785.2371
"AJ-18-13",1936,"Tompkins",392024.15223,4700073.2932
"AJ-18-15",1936,"Tompkins",392157.14341,4702162.7644
"AJ-18-17",1936,"Tompkins",392350.62833,4704235.0882
"AJ-18-3",1936,"Tompkins",391885.89811,4689608.6682
"AJ-18-5",1936,"Tompkins",392128.86066,4691564.7813
"AJ-18-7",1936,"Tompkins",392201.69566,4693563.1487
"AJ-18-9",1936,"Tompkins",392232.65011,4695806.9399
"AJ-32-20",1936,"Tompkins",392512.82364,4685627.5897
"AJ-16-30",1936,"Tompkins",394745.81938,4689108.7167
"AJ-16-32",1936,"Tompkins",394913.74875,4691538.9138
"AJ-16-34",1936,"Tompkins",394350.27779,4693826.7947
"AJ-16-36",1936,"Tompkins",394827.17153,4695963.0650
"AJ-16-38",1936,"Tompkins",394869.75594,4698263.0447
"AJ-16-40",1936,"Tompkins",395113.08217,4700556.9822
"AJ-32-67",1936,"Tompkins",394480.72043,4683455.1470
"AJ-32-69",1936,"Tompkins",394717.09045,4685581.7513
"AJ-32-71",1936,"Tompkins",394674.94020,4687701.3747
"AJ-32-72",1936,"Tompkins",397666.55831,4687598.9439
"AJ-32-74",1936,"Tompkins",397565.76572,4685115.8181
"AJ-32-76",1936,"Tompkins",397130.16239,4682730.1781
"AJ-30-23",1936,"Tompkins",374107.37179,4682961.0009
"AJ-30-25",1936,"Tompkins",376573.18783,4681612.6760
"AJ-15-87",1936,"Tompkins",379115.78730,4689222.4805
"AJ-15-89",1936,"Tompkins",379210.17074,4691683.8632
"AJ-15-91",1936,"Tompkins",379454.63407,4694097.8941
"AJ-31-22",1936,"Tompkins",379561.46142,4680946.5130
"AJ-31-24",1936,"Tompkins",379414.05982,4682909.8737
"AJ-31-26",1936,"Tompkins",379274.50387,4684913.5882
"AJ-31-28",1936,"Tompkins",379163.66046,4686872.8598
"AJ-16-2",1936,"Tompkins",384424.81553,4688662.6288
"AJ-16-4",1936,"Tompkins",384266.04568,4690737.8154
"AJ-16-6",1936,"Tompkins",384221.90088,4692881.3891
"AJ-31-82",1936,"Tompkins",384548.26856,4686784.6464
"AJ-17-18",1936,"Tompkins",386797.74818,4691480.7901
"AJ-17-20",1936,"Tompkins",386864.65073,4689540.6160
"AJ-17-22",1936,"Tompkins",386782.20625,4687552.8907
"AJ-31-85",1936,"Tompkins",387088.83456,4686254.7588
"AJ-17-2",1936,"Tompkins",381568.89973,4690096.0347
"AJ-17-4",1936,"Tompkins",381674.82507,4692072.4309
"AJ-17-6",1936,"Tompkins",381607.52951,4694080.5603
"AJ-31-30",1936,"Tompkins",381663.63524,4687433.5355
"AJ-31-32",1936,"Tompkins",381682.76339,4685482.3666
"AJ-31-34",1936,"Tompkins",381681.33040,4683371.3120
"AJ-31-36",1936,"Tompkins",381675.75677,4681366.9236
"ARU-1-58",1938,"Tompkins",362138.83499,4710654.0527
"ARU-1-60",1938,"Tompkins",362306.96187,4707625.5451
"ARU-1-62",1938,"Tompkins",362387.93964,4704714.0369
"ARU-1-64",1938,"Tompkins",362062.24386,4701758.2842
"ARU-1-66",1938,"Tompkins",361850.02469,4698827.6629
"ARU-1-68",1938,"Tompkins",361989.70301,4695853.4671
"ARU-1-70",1938,"Tompkins",361637.67347,4692947.1073
"ARU-1-72",1938,"Tompkins",361691.18260,4690114.2404
"ARU-1-74",1938,"Tompkins",361758.81503,4687572.4885
"ARU-1-76",1938,"Tompkins",361671.37622,4685075.2659
"ARU-1-78",1938,"Tompkins",361909.14921,4682374.0315
"ARU-2-11",1938,"Tompkins",390747.46054,4707764.4799
"ARU-2-13",1938,"Tompkins",390608.94110,4705145.6640
"ARU-2-15",1938,"Tompkins",390640.78286,4702272.9206
"ARU-2-17",1938,"Tompkins",390462.39092,4699472.1756
"ARU-2-19",1938,"Tompkins",390226.54990,4696883.3334
"ARU-2-21",1938,"Tompkins",390285.12011,4693819.7296
"ARU-2-3",1938,"Tompkins",390777.60922,4719116.7964
"ARU-2-5",1938,"Tompkins",390824.70624,4716184.5966
"ARU-2-7",1938,"Tompkins",390894.66152,4713348.2711
"ARU-2-9",1938,"Tompkins",390631.04858,4710598.8785
"ARU-2-31",1938,"Tompkins",393682.11002,4704605.9066
"ARU-2-33",1938,"Tompkins",393564.86749,4707538.5335
"ARU-2-35",1938,"Tompkins",393983.05632,4710528.3006
"ARU-2-37",1938,"Tompkins",393629.22646,4713320.4018
"ARU-2-39",1938,"Tompkins",393835.68454,4716134.4572
"ARU-2-41",1938,"Tompkins",393923.05528,4719062.1468
"ARU-2-47",1938,"Tompkins",396885.68311,4717431.3843
"ARU-2-49",1938,"Tompkins",396729.25894,4714526.8893
"ARU-2-51",1938,"Tompkins",396766.68630,4711928.3459
"ARU-2-53",1938,"Tompkins",396702.57043,4709319.0167
"ARU-2-55",1938,"Tompkins",397139.12117,4706243.4168
"ARU-2-57",1938,"Tompkins",396869.48084,4703276.1689
"ARU-1-33",1938,"Tompkins",364837.61409,4682251.8342
"ARU-1-35",1938,"Tompkins",364943.85637,4685435.8111
"ARU-1-37",1938,"Tompkins",364707.97718,4688582.2941
"ARU-1-39",1938,"Tompkins",364974.45137,4691597.2330
"ARU-1-41",1938,"Tompkins",365007.66621,4694486.1681
"ARU-1-43",1938,"Tompkins",365164.21595,4697342.2032
"ARU-1-45",1938,"Tompkins",365234.91990,4700310.6706
"ARU-1-47",1938,"Tompkins",365230.29235,4703147.1812
"ARU-1-49",1938,"Tompkins",365392.77082,4706117.9642
"ARU-1-51",1938,"Tompkins",365222.81062,4709097.2887
"ARU-1-53",1938,"Tompkins",365525.18944,4712003.0621
"ARU-3-87",1938,"Tompkins",365500.38340,4714590.3558
"ARU-3-89",1938,"Tompkins",365269.44823,4717846.0857
"ARU-3-91",1938,"Tompkins",365472.25310,4720330.4453
"ARU-1-11",1938,"Tompkins",367942.90427,4709187.9894
"ARU-1-13",1938,"Tompkins",367927.49366,4706567.9174
"ARU-1-15",1938,"Tompkins",367947.28055,4703204.7335
"ARU-1-17",1938,"Tompkins",368330.12210,4700735.9437
"ARU-1-19",1938,"Tompkins",368773.84052,4697748.3520
"ARU-1-21",1938,"Tompkins",368779.47726,4694759.2671
"ARU-1-23",1938,"Tompkins",368655.30989,4691711.9039
"ARU-1-25",1938,"Tompkins",368432.39693,4688784.2694
"ARU-1-27",1938,"Tompkins",367967.51166,4685746.3152
"ARU-1-29",1938,"Tompkins",367819.52446,4682916.9681
"ARU-1-3",1938,"Tompkins",368231.46397,4719681.4533
"ARU-1-5",1938,"Tompkins",368060.30753,4717116.0900
"ARU-1-7",1938,"Tompkins",368187.61172,4714456.8876
"ARU-1-9",1938,"Tompkins",367923.21239,4711851.0070
"ARU-3-57",1938,"Tompkins",370756.30211,4682099.7629
"ARU-3-59",1938,"Tompkins",370941.00541,4685015.3230
"ARU-3-61",1938,"Tompkins",370880.19666,4687741.7587
"ARU-3-63",1938,"Tompkins",371097.16690,4690609.1546
"ARU-3-65",1938,"Tompkins",371194.84916,4693388.9243
"ARU-3-67",1938,"Tompkins",371723.22597,4696030.6159
"ARU-3-69",1938,"Tompkins",371505.87097,4698895.6053
"ARU-3-71",1938,"Tompkins",371178.15430,4701771.0461
"ARU-3-73",1938,"Tompkins",371014.29071,4704504.3444
"ARU-3-75",1938,"Tompkins",370583.42739,4707371.0652
"ARU-3-77",1938,"Tompkins",370462.00663,4710166.3265
"ARU-3-79",1938,"Tompkins",371097.57106,4712715.6940
"ARU-3-81",1938,"Tompkins",371352.16754,4715553.2002
"ARU-3-83",1938,"Tompkins",371757.97203,4718170.8485
"ARU-3-32",1938,"Tompkins",374887.88953,4718531.0189
"ARU-3-34",1938,"Tompkins",374735.70588,4715623.2343
"ARU-3-36",1938,"Tompkins",374579.46044,4712691.0877
"ARU-3-38",1938,"Tompkins",374550.79183,4709751.7881
"ARU-3-40",1938,"Tompkins",374679.05948,4706864.3955
"ARU-3-42",1938,"Tompkins",374341.90931,4703749.7702
"ARU-3-44",1938,"Tompkins",374254.57871,4700787.6127
"ARU-3-46",1938,"Tompkins",374199.25709,4697872.9725
"ARU-3-48",1938,"Tompkins",374096.03349,4694933.9178
"ARU-3-50",1938,"Tompkins",374075.66771,4691921.9695
"ARU-3-52",1938,"Tompkins",373970.54220,4689040.0159
"ARU-3-54",1938,"Tompkins",374016.55101,4687581.8564
"ARU-3-56",1938,"Tompkins",374280.47096,4684584.8873
"ARU-3-1",1938,"Tompkins",377179.54613,4685875.6698
"ARU-3-11",1938,"Tompkins",377890.71734,4699471.7862
"ARU-3-13",1938,"Tompkins",377856.06755,4702168.0431
"ARU-3-15",1938,"Tompkins",377915.42909,4704815.5848
"ARU-3-17",1938,"Tompkins",377848.78781,4707605.5383
"ARU-3-19",1938,"Tompkins",378012.73272,4710112.1810
"ARU-3-21",1938,"Tompkins",378434.17479,4712842.5674
"ARU-3-23",1938,"Tompkins",378217.12498,4715588.2916
"ARU-3-25",1938,"Tompkins",378080.25043,4718340.7631
"ARU-3-3",1938,"Tompkins",377246.83888,4688629.6399
"ARU-3-5",1938,"Tompkins",377485.07645,4691266.9594
"ARU-3-7",1938,"Tompkins",377707.79703,4694091.1648
"ARU-3-9",1938,"Tompkins",377898.29002,4696775.1620
"ARU-2-60",1938,"Tompkins",381544.37543,4719022.3246
"ARU-2-62",1938,"Tompkins",381404.07546,4716427.7566
"ARU-2-64",1938,"Tompkins",381295.36036,4713834.9900
"ARU-2-66",1938,"Tompkins",381225.54047,4711082.6376
"ARU-2-68",1938,"Tompkins",381158.94291,4708600.6891
"ARU-2-70",1938,"Tompkins",380945.66040,4705915.6553
"ARU-2-72",1938,"Tompkins",380815.99519,4703350.2723
"ARU-2-74",1938,"Tompkins",381028.68154,4700859.8242
"ARU-2-76",1938,"Tompkins",381191.56837,4697971.8720
"ARU-2-78",1938,"Tompkins",381389.02630,4695078.2358
"ARU-1-80",1938,"Tompkins",383495.10428,4695193.4874
"ARU-1-82",1938,"Tompkins",384031.12022,4697969.6334
"ARU-1-84",1938,"Tompkins",384318.16044,4700835.4797
"ARU-1-86",1938,"Tompkins",384421.71633,4703939.6992
"ARU-1-88",1938,"Tompkins",384497.55803,4706826.9960
"ARU-1-90",1938,"Tompkins",384342.97160,4709793.8214
"ARU-1-92",1938,"Tompkins",384534.01665,4712750.0164
"ARU-1-94",1938,"Tompkins",384151.37360,4715576.7839
"ARU-1-96",1938,"Tompkins",384278.67935,4718456.6825
"ARU-1-100",1938,"Tompkins",387803.97799,4719616.3423
"ARU-1-102",1938,"Tompkins",387953.99302,4717183.8349
"ARU-1-104",1938,"Tompkins",387838.68899,4714485.7941
"ARU-1-106",1938,"Tompkins",387727.52108,4711878.0832
"ARU-1-108",1938,"Tompkins",387522.87523,4709154.8760
"ARU-1-110",1938,"Tompkins",387452.28147,4706568.6677
"ARU-1-112",1938,"Tompkins",387378.61403,4703993.3725
"ARU-2-22",1938,"Tompkins",386984.66444,4692747.6709
"ARU-2-24",1938,"Tompkins",386930.86434,4696257.2033
"ARU-2-26",1938,"Tompkins",386946.53436,4699197.0450
"ARU-2-28",1938,"Tompkins",387014.47419,4702021.2067
"ART-2N-165",1954,"Tompkins",361945.40254,4682423.3473
"ARU-2N-167",1954,"Tompkins",362001.78682,4685324.9690
"ARU-2N-169",1954,"Tompkins",362210.99811,4688450.7619
"ARU-2N-171",1954,"Tompkins",362353.95204,4691522.9823
"ARU-2N-173",1954,"Tompkins",362309.69055,4694567.9974
"ARU-2N-175",1954,"Tompkins",362548.06534,4697466.9048
"ARU-2N-177",1954,"Tompkins",362418.41285,4700465.7746
"ARU-2N-179",1954,"Tompkins",362489.76579,4703736.8389
"ARU-2N-181",1954,"Tompkins",362396.79303,4706922.7084
"ARU-2N-183",1954,"Tompkins",362779.18171,4710354.7276
"ARU-1N-127",1954,"Tompkins",391111.74764,4686937.3821
"ARU-1N-129",1954,"Tompkins",391172.03213,4689903.4456
"ARU-1N-131",1954,"Tompkins",391354.00190,4692797.0410
"ARU-1N-133",1954,"Tompkins",391319.50262,4695920.4103
"ARU-1N-135",1954,"Tompkins",391413.04440,4699011.8599
"ARU-1N-137",1954,"Tompkins",391438.38209,4702068.0812
"ARU-1N-139",1954,"Tompkins",391632.69638,4705174.1229
"ARU-1N-168",1954,"Tompkins",391218.87091,4708148.7949
"ARU-1N-170",1954,"Tompkins",391263.49722,4711297.7484
"ARU-1N-172",1954,"Tompkins",391394.22341,4714417.9901
"ARU-1N-174",1954,"Tompkins",391345.81077,4717658.0064
"ARU-1N-101",1954,"Tompkins",395230.54613,4708814.7700
"ARU-1N-103",1954,"Tompkins",395086.00389,4711783.2709
"ARU-1N-105",1954,"Tompkins",395289.62651,4714867.2462
"ARU-1N-107",1954,"Tompkins",395336.45439,4718077.5436
"ARU-1N-85",1954,"Tompkins",394352.70824,4683421.4821
"ARU-1N-87",1954,"Tompkins",394429.09911,4686679.9854
"ARU-1N-89",1954,"Tompkins",394664.72389,4689898.7398
"ARU-1N-91",1954,"Tompkins",394692.16347,4693162.7040
"ARU-1N-93",1954,"Tompkins",394917.12290,4696410.0807
"ARU-1N-95",1954,"Tompkins",394911.70521,4699488.3637
"ARU-1N-97",1954,"Tompkins",394882.09187,4702624.1093
"ARU-1N-99",1954,"Tompkins",395066.42028,4705766.5298
"ARU-1N-148",1954,"Tompkins",397989.02258,4690050.5145
"ARU-1N-150",1954,"Tompkins",398018.35028,4687081.2780
"ART-2N-212",1954,"Tompkins",365162.53993,4682056.0522
"ARU-2N-196",1954,"Tompkins",365858.16132,4706795.3016
"ARU-2N-198",1954,"Tompkins",365507.38958,4703699.2068
"ARU-2N-200",1954,"Tompkins",365516.98805,4700386.7721
"ARU-2N-202",1954,"Tompkins",365319.90707,4697273.7660
